清風南海高校[３年特]74
清明学院高校[看護・医療]46
相愛高校[音楽]46
履正社高校[普通Ⅲ類]46
大阪偕星学園[特進]45
大阪暁光高校[文理特進]45
金蘭会高校[保育児童]45
好文学園女子高校[看護医]45
城南学園高校[教育特進]45
大商学園高校[情報]45
羽衣学園高校[進学]45
阪南大学高校[総合進学]45
ＰＬ学園高校[理文選修]45
明浄学院高校[看護・医療]45
大阪国際滝井高校[国際]44
大阪成蹊女子高校[進学]44
大阪商業大高[デザイン美]44
あべの翔学高校[看護特進]43
大阪女子短期大学高校[普]43
大阪産業大学附属高校[進]43
大阪産業大附高校[国際進]43
大阪夕陽丘学園高校[総進]43
大阪夕陽丘学園高校[音楽]43
大阪夕陽丘学園高校[美術]43
大阪学院大学高校[普通]43
関西福祉科学大高校[特Ⅱ]43
金蘭会高校[スポーツ]43
興國高校[アドバンス]43
興國高校[アスリート]43
城南学園高校[特進]43
樟蔭東高校[衛生看護]43
宣真高校[看護進学]43
あべの翔学高校[文理特進]42
大阪暁光高校[看護]42
大阪成蹊女子高校[幼児教]42
大阪成蹊女子高校[美術]42
大阪成蹊女子高校[スポー]42
大阪商業大高校[グロ商大]42
金光大阪高校[進学]42
精華高校[特進選抜]42
太成学院高校[特進Ⅱ]42
大阪高校[総合進学]41
大阪桐蔭高校[Ⅲ類]41
大阪薫英女学院高校[スポ]41
大阪国際滝井高校[標準]41
大阪国際滝井高校[幼保育]41
大阪電気通信大高校[電子]41
大阪電気通信大高校[進学]41
大阪体育大浪商高[進学総]41
樟蔭東高校[キャリア進]41
城南学園高校[幼教育福祉]41
東大阪大敬愛高校[こども]41
昇陽高校[特進]41
英真学園高校[特進]40
大阪商業大高校[スポーツ]40
大阪商業大堺高校[進グロ]40
大阪国際滝井高[体育吹奏]40
大阪体育大浪商高[アスリ]40
関西大学北陽高校[スポー]40
関西福祉科学大高校[保育]40
四條畷学園高校[保育]40
明浄学院高校[普通]40
四條畷学園高校[総合]39
星翔高校[特進]39
箕面学園高校[普通]39
あべの翔学高校[チャレン]38
あべの翔学高校[ビジネス]38
あべの翔学高校[幼児教育]38
英真学園高校[情報進学]38
大阪偕星学園[総合]38
大阪暁光高校[進学総合]38
大阪産業大附属高校[スポ]38
大阪学院大高校[スポーツ]38
大阪電気通信大高[健スポ]38
関西福祉科学大高校[進学]38
好文学園女子高校[標準]38
好文学園女子高校[IT]38
好文学園女子高校[デザ美]38
好文学園女子高校[マンガ]38
好文学園女子高[スポーツ]38
好文学園女子高校[保育進]38
大商学園高校[商業]38
東大阪大柏原高校[アドバ]38
東大阪大敬愛高[調理製菓]38
大阪偕星学園[スポーツ]37
大阪商業大学堺高校[スポ]37
香ヶ丘リベルテ高[アンダ]37
金光藤蔭高校[進学プロシ]37
興國高校[ＩＴビジネス]37
興國高校[キャリア]37
興國高校[スタンダード]37
興國高校[Sアドバンス]37
昇陽高校[進学]37
昇陽高校[ビジネス]37
昇陽高校[パティシエ]37
昇陽高校[福祉]37
昇陽高校[保育]37
昇陽高校[看護]37
城南学園高校[進学選択]37
清明学院高校[普通]37
宣真高校[総合]37
宣真高校[スポーツ]37
宣真高校[保育進学]37
大商学園高校[総合]37
太成学院高校[総合人間力]37
初芝立命館高校[体育]37
東大阪大学敬愛高校[総合]37
英真学園高校[総合進学]36
香ヶ丘リベルテ高[リベラ]36
香ヶ丘リベルテ高[美容芸]36
金光藤蔭高校[ＩＴライセ]36
金光藤蔭高校[ライフクリ]36
金光藤蔭高校[アスリート]36
建国高校[普通]36
樟蔭東高校[スポーツ]36
精華高校[特進共通]36
星翔高校[総合]36
星翔高校[工業]36
太成学院高校[スポーツ]36
太成学院高校[パティスリ]36
東大阪大柏原高校[キャリ]36
東大阪大柏原高校[スポー]36
香ヶ丘リベルテ高[アクテ]35
香ヶ丘リベルテ高[フィジ]35
香ヶ丘リベルテ高[ファッ]35
香ヶ丘リベルテ高校[保育]35
