静岡高校[普通]71
飛龍高校[特進/私]44
富士見高校[進学/私]44
藤枝北高校[総合]44
伊東商業高校[総合ビジ]43
伊豆総合高校[工業]43
伊豆総合高校[総合]43
気賀高校[普通]43
御殿場高校[情報ビジ]43
裾野高校[総合]43
相良高校[普通]43
相良高校[商業]43
城南静岡高校[ICT/私]43
城南静岡高校[普通/私]43
聖隷クリストフ[進Ⅱ/私]43
知徳高校[情ビジネス/私]43
常葉学園高校[総合進/私]43
浜松修学舎高校[ビジ/私]43
浜松修学舎高校[福祉/私]43
浜松修学舎高校[普通/私]43
三ヶ日高校[普通]43
稲取高校[普通]42
引佐高校[産業技術]42
加藤学園高校[総合/私]42
金谷高校[普通]42
御殿場高校[情報シス]42
御殿場西高校[総合/私]42
静岡女子高校[普通/私]42
静岡女子高校[家政/私]42
静岡女子高校[商業/私]42
静岡女子高校[福祉/私]42
静岡大成高校[普通/私]42
知徳高校[普通/私]42
知徳高校[生活デザ/私]42
知徳高校[福祉/私]42
天竜高校二俣校舎[総/私]42
浜松学院高校[子ども/私]42
浜松学院高校[ドリー/私]42
浜松開誠館高校[総合/私]42
藤枝順心高校[普通/私]42
藤枝順心高校[美術造/私]42
藤枝順心高校[調理栄/私]42
松崎高校[普通]42
気賀高校[商業]41
静清高校[普通/私]41
静清高校[機械/私]41
静清高校[電気/私]41
天竜高校二俣校舎[森/環]41
遠江総合高校[総合]41
沼津中央高校[工芸デ/私]41
沼津中央高校[生活文/私]41
焼津水産高校[海洋科学]41
焼津水産高校[食品科学]41
焼津水産高校[栽培漁業]41
焼津水産高校[流通情報]41
新居高校[普通]40
伊東高校城ヶ崎分校[普]40
池新田高校[普通]40
オイスカ高[環境国際/私]40
菊川南陵高校[普通/私]40
島田樟誠高校[総合/私]40
桐陽高校[普通/私]40
沼津中央高校[医療福/私]40
沼津中央高校[情ビジ/私]40
清水国際高校[普通]私,39
清水国際高校[情報ビジ]私,39
飛龍高校[食文化]私,39
焼津高校[総合]私,39
熱海高校[普通]39
佐久間高校[普通]39
天竜高校春野校舎[普通]39
土肥高校[商業]39
横須賀高校[普通]39
川根高校[普通]38
下田高校南伊豆分校[園芸]38
土肥高校[普通]38 
飛龍高校[情報]私,38
飛龍高校[自動車工業]私,38
飛龍高校[総合進路]私,38
飛龍高校[健康福祉]私,38
飛龍高校[総合スポーツ]私,38
誠恵高校[進学]私,37
誠恵高校[普通]私,37 
誠恵高校[芸術]私,37
誠恵高校[情報処理]私,37
東海大付翔洋高校[競選]私,37
浜松啓陽高校[情報コミュ]私,37 
